epoch,LR,train_loss,train_iou,val_dice,val_iou,val_count
1,0.0003,0.6014512379964193,0.11653348645613126,0.18103559274336262,0.16536458333333331,0
2,0.00027135350407127024,0.4905152916908264,0.16336805555555556,0.18103559274336262,0.16536458333333331,0
3,0.00019635600407127022,0.46842706203460693,0.16336805555555556,0.18103559274336262,0.16536458333333331,0
4,0.00010365399592872976,0.4507113496462504,0.16336805555555556,0.18103559274336262,0.16536458333333331,0
5,2.8656495928729772e-05,0.4468337496121724,0.16819784999449036,0.18580364774334893,0.1682052131047521,0
6,0.0003,0.4288013776143392,0.17712361096456344,0.25006316433257225,0.21088773038558303,0
7,0.00029265872216169156,0.41214950879414874,0.19856981482934608,0.2550852857239639,0.21497402085582845,0
8,0.00027135350407127024,0.39224936564763385,0.20460634100901487,0.2533043626266268,0.21345985323585936,1
9,0.00023816984891760948,0.3842281897862752,0.20430567428886345,0.25526890876654895,0.21539469574792974,0
10,0.00019635600407127022,0.37342814604441327,0.20552512251649355,0.25650930920949944,0.21641201731947818,0
11,0.00015000499999999998,0.3585667014122009,0.20818793796685842,0.2569695505116759,0.2167069551230662,0
12,0.00010365399592872976,0.3556515574455261,0.20404488831406745,0.2575659861948639,0.2172915127429061,0
13,6.18401510823905e-05,0.3513752818107605,0.2067338360594239,0.25510270227335546,0.21502944422089326,1
14,2.8656495928729772e-05,0.3499639630317688,0.2065507906817806,0.2551763105168109,0.2150418688028061,2
15,7.351277838308446e-06,0.3460342089335124,0.20358735465647818,0.25458115870710696,0.21456047251436328,3
16,0.0003,0.33986878395080566,0.20276042482027548,0.2534782376367511,0.21380463518695186,4
17,0.00029815331264756767,0.3226230541865031,0.2032712019947862,0.24970125248070155,0.21087641757099695,5
18,0.00029265872216169156,0.31876999139785767,0.2009499578326102,0.2504418372005828,0.2114203670388418,6
19,0.0002836515235956342,0.30591728289922077,0.20428327104811028,0.24911079854597337,0.2103195271065697,7
20,0.00027135350407127024,0.29908551772435504,0.2029837988909343,0.24835541440026185,0.20963172954939177,8
21,0.00025606748164407614,0.2926449179649353,0.2041034468745764,0.2491711546281959,0.21012905859124245,9
22,0.00023816984891760948,0.27962738275527954,0.20340208265528023,0.24301843954892619,0.20564356595062408,10
23,0.00021810130500843328,0.2772338191668193,0.20171875574347842,0.24292985967459152,0.20540856283079437,11
24,0.00019635600407127022,0.2681683897972107,0.20076511629756555,0.24221008379740847,0.2047208790164987,12
25,0.00017346938758370942,0.266926368077596,0.19546685468847572,0.23975838834790558,0.202736408961229,13
26,0.00015000499999999998,0.2598095138867696,0.19877020905377332,0.23674979585883477,0.2004616762471902,14
27,0.0001265406124162906,0.2548638582229614,0.18957240203494855,0.23558465713694451,0.1995812576903659,15
28,0.00010365399592872976,0.25891292095184326,0.19490502534445817,0.23114093711370062,0.1965752626550043,16
29,8.190869499156667e-05,0.24781719843546549,0.19214963982495845,0.23120862306347142,0.19640319761875033,17
30,6.18401510823905e-05,0.24311051766077676,0.192540403128718,0.2300995363058264,0.19560448965593868,18
31,4.394251835592381e-05,0.25035029649734497,0.18185256762375682,0.22680678448435176,0.1933840396649476,19
32,2.8656495928729772e-05,0.25266291697820026,0.1833325937022596,0.2268843128620809,0.19339667838113186,20
33,1.6358476404365774e-05,0.2461062471071879,0.18482610370066363,0.22703744584776872,0.19353589806595464,21
34,7.351277838308446e-06,0.24480881293614706,0.17937138056524463,0.22695818174480994,0.19352210137974907,22
35,1.8566873524323265e-06,0.24818805853525797,0.18521716851680603,0.22695818174480994,0.19352210137974907,23
36,0.0003,0.24791469176610312,0.18399546874510983,0.21976585279114294,0.18862301970102624,24
37,0.00029953761547330053,0.24104889233907065,0.1722643672034678,0.22060032927881093,0.18927944112982178,25
38,0.00029815331264756767,0.2331782579421997,0.1818549251553492,0.22021266505075623,0.18889350303288327,26
39,0.00029585562621004945,0.2309995492299398,0.17420072356010277,0.2193690346385982,0.18830002199296408,27
40,0.00029265872216169156,0.22138295571009317,0.18467899293760037,0.19726395744492997,0.17510347239341073,28
41,0.0002885823104790304,0.21522772312164307,0.16814411429891682,0.18975289606938972,0.17059409752075022,29
42,0.0002836515235956342,0.22219767173131308,0.18183657017858745,0.19315688013133617,0.1726073005508499,30
43,0.00027789676145229203,0.21291999022165933,0.17845554518789009,0.20809653715374005,0.18167607363102772,31
44,0.00027135350407127024,0.2122879425684611,0.17903704327099756,0.20228194153078083,0.17786152509913664,32
45,0.0002640620928101766,0.21009528636932373,0.17844904267620876,0.20324850112767287,0.1785448117840642,33
46,0.00025606748164407614,0.2020461161931356,0.17747018440313014,0.18541080097576115,0.16810878609318664,34
47,0.0002474189600092859,0.20115814606348673,0.1738006398662325,0.1898246660603001,0.17072024028080846,35
48,0.00023816984891760948,0.20252577463785806,0.1701513951441822,0.19449295766234334,0.17330502179928112,36
49,0.0002283771722145687,0.19578083356221518,0.17278863856742277,0.183780896238452,0.16732817193519117,37
50,0.00021810130500843328,0.19377251466115317,0.16461852672371302,0.18358649979918917,0.16717062676549596,38
