epoch,LR,train_loss,train_iou,val_dice,val_iou,val_count
1,0.0003,0.5703402558962504,0.14166786426012853,0.1794218657258722,0.1626953125,0
2,0.00027135350407127024,0.4610631465911865,0.16425781250000002,0.1794218657258722,0.1626953125,0
3,0.00019635600407127022,0.4410673975944519,0.16425781250000002,0.1794218657258722,0.1626953125,0
4,0.00010365399592872976,0.4213929971059163,0.16425781250000002,0.1794218657258722,0.1626953125,0
5,2.8656495928729772e-05,0.40789135297139484,0.16425781250000002,0.1794218657258722,0.1626953125,0
6,0.0003,0.39854709307352704,0.16425781250000002,0.1794218657258722,0.1626953125,0
7,0.00029265872216169156,0.3855859835942586,0.1642578125,0.1794218657258722,0.1626953125,0
8,0.00027135350407127024,0.37859952449798584,0.16425781250000002,0.1794218657258722,0.1626953125,0
9,0.00023816984891760948,0.35929397741953534,0.1651384865815013,0.1794218657258722,0.1626953125,0
10,0.00019635600407127022,0.34490331013997394,0.16425781250000002,0.1794218657258722,0.1626953125,0
11,0.00015000499999999998,0.3295430739720662,0.1643644861247544,0.1794218657258722,0.1626953125,0
12,0.00010365399592872976,0.3330453634262085,0.16622551115998696,0.1794218657258722,0.1626953125,0
13,6.18401510823905e-05,0.32325297594070435,0.16425781250000002,0.1794218657258722,0.1626953125,0
14,2.8656495928729772e-05,0.3262700041135152,0.166317334513881,0.1794218657258722,0.1626953125,0
15,7.351277838308446e-06,0.3323600689570109,0.16425781250000002,0.1794218657258722,0.1626953125,0
16,0.0003,0.3274420698483785,0.16472890588117015,0.1794218657258722,0.1626953125,0
17,0.00029815331264756767,0.307426114877065,0.16443630321334649,0.1794218657258722,0.1626953125,0
18,0.00029265872216169156,0.3009255528450012,0.16571237884765244,0.1794218657258722,0.1626953125,0
19,0.0002836515235956342,0.2898346185684204,0.16506346582825068,0.1794218657258722,0.1626953125,0
20,0.00027135350407127024,0.27395135164260864,0.1643117089340127,0.1794218657258722,0.1626953125,0
21,0.00025606748164407614,0.26870661973953247,0.16558453309347151,0.1794218657258722,0.1626953125,0
22,0.00023816984891760948,0.26771825551986694,0.1642932312051533,0.1794218657258722,0.1626953125,0
23,0.00021810130500843328,0.2599792679150899,0.16569917124509817,0.1794218657258722,0.1626953125,0
24,0.00019635600407127022,0.24999614556630453,0.17184107045021127,0.1794218657258722,0.1626953125,0
25,0.00017346938758370942,0.24828441937764487,0.16651074098739624,0.1794218657258722,0.1626953125,0
26,0.00015000499999999998,0.24405531088511148,0.1716241286489252,0.1794218657258722,0.1626953125,0
27,0.0001265406124162906,0.24103832244873047,0.16809891670947427,0.1794218657258722,0.1626953125,0
28,0.00010365399592872976,0.2448030710220337,0.16425781250000002,0.1794218657258722,0.1626953125,0
29,8.190869499156667e-05,0.24260600407918295,0.1676720664457608,0.1794218657258722,0.1626953125,0
30,6.18401510823905e-05,0.23883471886316934,0.16828307511483417,0.18217523216293874,0.16413810483870966,0
31,4.394251835592381e-05,0.2407586375872294,0.1715660791789054,0.18481978960355022,0.16558100266362252,0
32,2.8656495928729772e-05,0.2293818791707357,0.16854707785280917,0.18217523216293874,0.16413810483870966,1
33,1.6358476404365774e-05,0.2378475864728292,0.16793415875900677,0.1794218657258722,0.1626953125,2
34,7.351277838308446e-06,0.23499900102615356,0.16825089237766877,0.18217523216293874,0.16413810483870966,3
35,1.8566873524323265e-06,0.23413562774658203,0.16882530260219533,0.18481978960355022,0.16558100266362252,0
36,0.0003,0.23637024561564127,0.16745281116196298,0.19175893843834935,0.1692592904944935,0
37,0.00029953761547330053,0.23194320996602377,0.18288542826672513,0.18952576049302944,0.16801138684640524,1
38,0.00029815331264756767,0.22713494300842285,0.16538938772929151,0.20024112546000666,0.17483791307471266,0
39,0.00029585562621004945,0.2193364898363749,0.17249756309350295,0.19188038308740524,0.1694546029944935,1
40,0.00029265872216169156,0.2174724539120992,0.17609473440163478,0.2039643374749128,0.1774938687391342,0
41,0.0002885823104790304,0.21159507830937704,0.16779594040280685,0.2057552430217104,0.17886082693947145,0
42,0.0002836515235956342,0.20797653992970785,0.17646103654063636,0.2041446848132406,0.1777784125487271,1
43,0.00027789676145229203,0.20369857549667358,0.18237499190753462,0.20982652763876125,0.18180058928351148,0
44,0.00027135350407127024,0.20012915134429932,0.1796152323935403,0.2039320507989529,0.1774407762451095,1
45,0.0002640620928101766,0.19610518217086792,0.18131220297709835,0.2111277672334793,0.1826766488554588,0
46,0.00025606748164407614,0.1985102891921997,0.18625186866751908,0.18950107144037137,0.16797504073964714,1
47,0.0002474189600092859,0.19493407011032104,0.18397301069272853,0.20184880318740253,0.17596168770623957,2
48,0.00023816984891760948,0.19226243098576865,0.17879546201947813,0.1955939197716809,0.1717037889062775,3
49,0.0002283771722145687,0.18949500719706217,0.1774110711253547,0.19753555835766037,0.17276621982052642,4
50,0.00021810130500843328,0.18971461057662964,0.18414958683408442,0.20393577717209235,0.176597861788824,5
