epoch,LR,train_loss,train_iou,val_dice,val_iou,val_count
1,0.0003,0.6184785962104797,0.11240532307136752,0.1800138058096052,0.163671875,0
2,0.00027135350407127024,0.5117027163505554,0.16393229166666667,0.1800138058096052,0.163671875,0
3,0.00019635600407127022,0.4779234131177266,0.1649828611888774,0.21086262436857792,0.18149821228261892,0
4,0.00010365399592872976,0.450412392616272,0.1790492238838273,0.23979351731911352,0.19819142437937615,0
5,2.8656495928729772e-05,0.4582448999087016,0.19734911608321645,0.2443026797898303,0.20084654149390196,0
6,0.0003,0.43807031710942584,0.20132914441339092,0.25015963978266226,0.2050806647680648,0
7,0.00029265872216169156,0.4212307929992676,0.2150015370132581,0.2438202072010424,0.20329196005664252,1
8,0.00027135350407127024,0.4050802191098531,0.20993116556212799,0.24238343362482911,0.20320138730592086,2
9,0.00023816984891760948,0.38870473702748615,0.2114917291489202,0.2450425150464539,0.205347211503513,3
10,0.00019635600407127022,0.37619497378667194,0.2111888131060693,0.252036741865772,0.21097159928538284,0
11,0.00015000499999999998,0.3700486421585083,0.2136248438195503,0.2524492761930505,0.2114179777155995,0
12,0.00010365399592872976,0.35686371723810834,0.2151850587465117,0.251977080458459,0.21102665089493916,1
13,6.18401510823905e-05,0.3537611961364746,0.2142422669557271,0.2499557850171162,0.20935528508457413,2
14,2.8656495928729772e-05,0.339511771996816,0.21427748541389116,0.24843681370348136,0.2080546993247478,3
15,7.351277838308446e-06,0.3415409326553345,0.2143853120769252,0.24798262030356075,0.20774503003909595,4
16,0.0003,0.33989789088567096,0.21259436900827733,0.24426186019919993,0.20469820114177364,5
17,0.00029815331264756767,0.32595356305440265,0.2141389984771215,0.24498096152012927,0.20526787269390537,6
18,0.00029265872216169156,0.3252541820208232,0.2112520396523511,0.24472397902324183,0.20490226036311793,7
19,0.0002836515235956342,0.31130462884902954,0.21074744441233348,0.24035362763360127,0.20124587504842711,8
20,0.00027135350407127024,0.2896968126296997,0.20974668425995158,0.2409330853800884,0.2015689827101596,9
21,0.00025606748164407614,0.2912970383961995,0.21053774205279926,0.24011979916024848,0.2009154918625446,10
22,0.00023816984891760948,0.2645044724146525,0.20983714821854793,0.24017915707474113,0.20078537488623618,11
23,0.00021810130500843328,0.2655550042788188,0.2075948018371606,0.23605284392684536,0.1975584805768789,12
24,0.00019635600407127022,0.2542232275009155,0.2090459978471109,0.23472259825147196,0.196617420507301,13
25,0.00017346938758370942,0.24992676575978598,0.2050908834445755,0.23418470046742274,0.19611759440357368,14
26,0.00015000499999999998,0.24561969439188638,0.20222554307844465,0.2346756958756452,0.196489002919673,15
27,0.0001265406124162906,0.24936298529307047,0.20114681813874613,0.23086806875063468,0.19373045839966715,16
28,0.00010365399592872976,0.24181538820266724,0.20030784132384138,0.23071586057546925,0.19362568296164334,17
29,8.190869499156667e-05,0.24595304330190024,0.20201861295223153,0.2309805029755998,0.1937592381777387,18
30,6.18401510823905e-05,0.24411068360010782,0.2061611482509972,0.23273734919815547,0.1949157394253733,19
31,4.394251835592381e-05,0.24154148499170938,0.19727408985647477,0.23180007215286563,0.1942524902357559,20
32,2.8656495928729772e-05,0.23912572860717773,0.20366782102773104,0.2301321055851687,0.19319294254872993,21
33,1.6358476404365774e-05,0.2514633536338806,0.20764213301647502,0.23019892416360777,0.19319956825699974,22
34,7.351277838308446e-06,0.24348594745000204,0.2018595832179062,0.23019892416360777,0.19319956825699974,23
35,1.8566873524323265e-06,0.24157758553822836,0.19900686740354753,0.23019892416360777,0.19319956825699974,24
36,0.0003,0.23830372095108032,0.1995691192257714,0.22848083283015064,0.1919171207269967,25
37,0.00029953761547330053,0.2274897893269857,0.19991029589154308,0.2293487276376605,0.19254794118980795,26
38,0.00029815331264756767,0.2289260427157084,0.20586951572568168,0.2265177156944152,0.19077105570891614,27
39,0.00029585562621004945,0.229093869527181,0.20349229759168594,0.22896682095281692,0.19238558372303116,28
40,0.00029265872216169156,0.21702750523885092,0.20128990573068753,0.22402882261530616,0.1888072906837577,29
41,0.0002885823104790304,0.2130092978477478,0.1937202909043844,0.2203406979826657,0.1867065220153769,30
42,0.0002836515235956342,0.21518548329671225,0.19419618760285462,0.2250742503988906,0.18951765199210494,31
43,0.00027789676145229203,0.2065406640370687,0.19107790050820203,0.2190665689859979,0.18565500111511957,32
44,0.00027135350407127024,0.2052884300549825,0.19628760808297765,0.22047069991194146,0.18649811922607107,33
45,0.0002640620928101766,0.2007494568824768,0.19894500110831603,0.2104224736092697,0.18009339181303716,34
46,0.00025606748164407614,0.19955728451410928,0.1801999858763921,0.20594944539898324,0.17766849877980878,35
47,0.0002474189600092859,0.199494997660319,0.19810512805170635,0.2050295336248697,0.17717127456504522,36
48,0.00023816984891760948,0.19174800316492716,0.19202934338370817,0.20321882001416527,0.1756349182960867,37
49,0.0002283771722145687,0.19670905669530234,0.18942309488378894,0.20841732274235442,0.1789226041599286,38
50,0.00021810130500843328,0.1912916898727417,0.18505726322658556,0.20618149395805102,0.17720841092599454,39
